src,dst,kind
annex-iv.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.3.4.5,annex-iv.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.3.4.5.6,HAS_SUBUNIT
annex-iv.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.3.4.5.6,annex-iv.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.3.4.5.6.7,HAS_SUBUNIT
annex-iv.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.3.4.5.6.7,annex-iv.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.3.4.5.6.7.8,HAS_SUBUNIT
annex-iv.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.3.4.5.6.7.8,annex-iv.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.3.4.5.6.7.8.9,HAS_SUBUNIT
annex-ix,annex-ix.2,HAS_SUBUNIT
annex-ix.2,annex-ix.2.3,HAS_SUBUNIT
annex-ix.2.3,annex-ix.2.3.4,HAS_SUBUNIT
annex-ix.2.3.4,annex-ix.2.3.4.5,HAS_SUBUNIT
annex-v,annex-v.2,HAS_SUBUNIT
annex-v.2,annex-v.2.3,HAS_SUBUNIT
annex-v.2.3,annex-v.2.3.4,HAS_SUBUNIT
annex-v.2.3.4,annex-v.2.3.4.5,HAS_SUBUNIT
annex-v.2.3.4.5,annex-v.2.3.4.5.6,HAS_SUBUNIT
annex-v.2.3.4.5.6,annex-v.2.3.4.5.6.7,HAS_SUBUNIT
annex-v.2.3.4.5.6.7,annex-v.2.3.4.5.6.7.8,HAS_SUBUNIT
annex-vii,annex-vii.2-overview,HAS_SUBUNIT
annex-vii.2-overview,annex-vii.3-quality-management-system,HAS_SUBUNIT
annex-vii.3-quality-management-system,annex-vii.3-quality-management-system.a,HAS_SUBUNIT
annex-vii.3-quality-management-system.a,annex-vii.3-quality-management-system.a.b,HAS_SUBUNIT
annex-vii.3-quality-management-system.a.b,annex-vii.3-quality-management-system.a.b.c,HAS_SUBUNIT
annex-vii.3-quality-management-system.a.b.c,annex-vii.3-quality-management-system.a.b.c.d,HAS_SUBUNIT
annex-vii.3-quality-management-system.a.b.c.d,annex-vii.3-quality-management-system.a.b.c.d.e,HAS_SUBUNIT
annex-vii.3-quality-management-system.a.b.c.d.e,annex-vii.3-quality-management-system.a.b.c.d.e.f,HAS_SUBUNIT
annex-vii.3-quality-management-system.a.b.c.d.e.f,annex-vii.4-control-of-the-technical-documentation,HAS_SUBUNIT
annex-vii.4-control-of-the-technical-documentation,annex-vii.4-control-of-the-technical-documentation.a,HAS_SUBUNIT
annex-vii.4-control-of-the-technical-documentation.a,annex-vii.4-control-of-the-technical-documentation.a.b,HAS_SUBUNIT
annex-vii.4-control-of-the-technical-documentation.a.b,annex-vii.4-control-of-the-technical-documentation.a.b.c,HAS_SUBUNIT
annex-vii.4-control-of-the-technical-documentation.a.b.c,annex-vii.5-surveillance-of-the-approved-quality-management-system,HAS_SUBUNIT
annex-viii,annex-viii.1,HAS_SUBUNIT
annex-viii.1,annex-viii.1.2,HAS_SUBUNIT
annex-viii.1.2,annex-viii.1.2.3,HAS_SUBUNIT
annex-viii.1.2.3,annex-viii.1.2.3.4,HAS_SUBUNIT
annex-viii.1.2.3.4,annex-viii.1.2.3.4.5,HAS_SUBUNIT
annex-viii.1.2.3.4.5,annex-viii.1.2.3.4.5.6,HAS_SUBUNIT
annex-viii.1.2.3.4.5.6,annex-viii.1.2.3.4.5.6.7,HAS_SUBUNIT
annex-viii.1.2.3.4.5.6.7,annex-viii.1.2.3.4.5.6.7.8,HAS_SUBUNIT
annex-viii.1.2.3.4.5.6.7.8,annex-viii.1.2.3.4.5.6.7.8.9,HAS_SUBUNIT
annex-viii.1.2.3.4.5.6.7.8.9,annex-viii.1.2.3.4.5.6.7.8.9.10,HAS_SUBUNIT
annex-viii.1.2.3.4.5.6.7.8.9.10,annex-viii.1.2.3.4.5.6.7.8.9.10.11,HAS_SUBUNIT
annex-viii.1.2.3.4.5.6.7.8.9.10.11,annex-viii.1.2.3.4.5.6.7.8.9.10.11.12,HAS_SUBUNIT
annex-viii.1.2.3.4.5.6.7.8.9.10.11.12,annex-viii.1.2.3.4.5.6.7.8.9.10.11.12.13,HAS_SUBUNIT
annex-viii.1.2.3.4.5.6.7.8.9.10.11.12.13,annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2,HAS_SUBUNIT
annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2,annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1,HAS_SUBUNIT
annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1,annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1.2,HAS_SUBUNIT
annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1.2,annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1.2.3,HAS_SUBUNIT
annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1.2.3,annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1.2.3.4,HAS_SUBUNIT
annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1.2.3.4,annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1.2.3.4.5,HAS_SUBUNIT
annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1.2.3.4.5,annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1.2.3.4.5.6,HAS_SUBUNIT
annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1.2.3.4.5.6,annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1.2.3.4.5.6.8,HAS_SUBUNIT
annex-viii.section-b-information-to-be-submitted-by-providers-of-high-risk-ai-systems-in-accordance-with-article-49-2.1.2.3.4.5.6.8,annex-viii.section-c-information-to-be-submitted-by-deployers-of-high-risk-ai-systems-in-accordance-with-article-49-3,HAS_SUBUNIT
annex-viii.section-c-information-to-be-submitted-by-deployers-of-high-risk-ai-systems-in-accordance-with-article-49-3,annex-viii.section-c-information-to-be-submitted-by-deployers-of-high-risk-ai-systems-in-accordance-with-article-49-3.1,HAS_SUBUNIT
annex-viii.section-c-information-to-be-submitted-by-deployers-of-high-risk-ai-systems-in-accordance-with-article-49-3.1,annex-viii.section-c-information-to-be-submitted-by-deployers-of-high-risk-ai-systems-in-accordance-with-article-49-3.1.2,HAS_SUBUNIT
annex-viii.section-c-information-to-be-submitted-by-deployers-of-high-risk-ai-systems-in-accordance-with-article-49-3.1.2,annex-viii.section-c-information-to-be-submitted-by-deployers-of-high-risk-ai-systems-in-accordance-with-article-49-3.1.2.3,HAS_SUBUNIT
annex-viii.section-c-information-to-be-submitted-by-deployers-of-high-risk-ai-systems-in-accordance-with-article-49-3.1.2.3,annex-viii.section-c-information-to-be-submitted-by-deployers-of-high-risk-ai-systems-in-accordance-with-article-49-3.1.2.3.4,HAS_SUBUNIT
annex-viii.section-c-information-to-be-submitted-by-deployers-of-high-risk-ai-systems-in-accordance-with-article-49-3.1.2.3.4,annex-viii.section-c-information-to-be-submitted-by-deployers-of-high-risk-ai-systems-in-accordance-with-article-49-3.1.2.3.4.5,HAS_SUBUNIT
annex-xi,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d.e,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d.e,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d.e.a,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d.e.a,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d.e.a.b,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d.e.a.b,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d.e.a.b.c,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d.e.a.b.c,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d.e.a.b.c.d,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d.e.a.b.c.d,annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d.e.a.b.c.d.e,HAS_SUBUNIT
annex-xi.information-to-be-provided-by-all-providers-of-general-purpose-ai-models.1.a.b.c.d.e.f.a.b.c.d.e.f.2.a.b.c.d.e.a.b.c.d.e,annex-xi.section-2,HAS_SUBUNIT
annex-xi.section-2,annex-xi.additional-information-to-be-provided-by-providers-of-general-purpose-ai-models-with-systemic-risk,HAS_SUBUNIT
annex-xii,annex-xii.a,HAS_SUBUNIT
annex-xii.a,annex-xii.a.b,HAS_SUBUNIT
annex-xii.a.b,annex-xii.a.b.c,HAS_SUBUNIT
annex-xii.a.b.c,annex-xii.a.b.c.d,HAS_SUBUNIT
annex-xii.a.b.c.d,annex-xii.a.b.c.d.e,HAS_SUBUNIT
annex-xii.a.b.c.d.e,annex-xii.a.b.c.d.e.f,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f,annex-xii.a.b.c.d.e.f.g,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g,annex-xii.a.b.c.d.e.f.g.h,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h,annex-xii.a.b.c.d.e.f.g.h.a,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a,annex-xii.a.b.c.d.e.f.g.h.a.b,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b,annex-xii.a.b.c.d.e.f.g.h.a.b.c,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b.c,annex-xii.a.b.c.d.e.f.g.h.a.b.c.d,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b.c.d,annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e,annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f,annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g,annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h,annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2,annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a,annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b,annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c,annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.a,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.a,annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.a.b,HAS_SUBUNIT
annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.a.b,annex-xii.a.b.c.d.e.f.g.h.a.b.c.d.e.f.g.h.2.a.b.c.a.b.c,HAS_SUBUNIT
annex-xiii,annex-xiii.b,HAS_SUBUNIT
annex-xiii.b,annex-xiii.b.c,HAS_SUBUNIT
annex-xiii.b.c,annex-xiii.b.c.d,HAS_SUBUNIT
annex-xiii.b.c.d,annex-xiii.b.c.d.e,HAS_SUBUNIT
annex-xiii.b.c.d.e,annex-xiii.b.c.d.e.f,HAS_SUBUNIT
annex-xiii.b.c.d.e.f,annex-xiii.b.c.d.e.f.g,HAS_SUBUNIT
annex-xiv,annex-xiv.2-list-of-codes-categories-and-corresponding-ai-systems,HAS_SUBUNIT
annex-xiv.2-list-of-codes-categories-and-corresponding-ai-systems,annex-xiv.2-list-of-codes-categories-and-corresponding-ai-systems.a-ai-systems-subject-to-annex-i,HAS_SUBUNIT
annex-xiv.2-list-of-codes-categories-and-corresponding-ai-systems.a-ai-systems-subject-to-annex-i,annex-xiv.2-list-of-codes-categories-and-corresponding-ai-systems.a-ai-systems-subject-to-annex-i.b-ai-systems-subject-to-point-1-of-annex-iii,HAS_SUBUNIT
annex-xiv.2-list-of-codes-categories-and-corresponding-ai-systems.a-ai-systems-subject-to-annex-i.b-ai-systems-subject-to-point-1-of-annex-iii,annex-xiv.3-ai-technology-specific-codes,HAS_SUBUNIT
annex-xiv.3-ai-technology-specific-codes,annex-xiv.3-ai-technology-specific-codes.a-symbolic-ai-and-expert-systems,HAS_SUBUNIT
annex-xiv.3-ai-technology-specific-codes.a-symbolic-ai-and-expert-systems,annex-xiv.3-ai-technology-specific-codes.a-symbolic-ai-and-expert-systems.b-machine-learning-excluding-generative-ai-and-general-purpose-ai-systems,HAS_SUBUNIT
annex-xiv.3-ai-technology-specific-codes.a-symbolic-ai-and-expert-systems.b-machine-learning-excluding-generative-ai-and-general-purpose-ai-systems,annex-xiv.3-ai-technology-specific-codes.a-symbolic-ai-and-expert-systems.b-machine-learning-excluding-generative-ai-and-general-purpose-ai-systems.c-ai-systems-based-on-general-purpose-ai-models-or-generative-ai,HAS_SUBUNIT
annex-xiv.3-ai-technology-specific-codes.a-symbolic-ai-and-expert-systems.b-machine-learning-excluding-generative-ai-and-general-purpose-ai-systems.c-ai-systems-based-on-general-purpose-ai-models-or-generative-ai,annex-xiv.3-ai-technology-specific-codes.a-symbolic-ai-and-expert-systems.b-machine-learning-excluding-generative-ai-and-general-purpose-ai-systems.c-ai-systems-based-on-general-purpose-ai-models-or-generative-ai.d-emerging-ai-technologies,HAS_SUBUNIT
annex-xiv.3-ai-technology-specific-codes.a-symbolic-ai-and-expert-systems.b-machine-learning-excluding-generative-ai-and-general-purpose-ai-systems.c-ai-systems-based-on-general-purpose-ai-models-or-generative-ai.d-emerging-ai-technologies,annex-xiv.4-application-for-designation,HAS_SUBUNIT
article-3,def-ai-system,DEFINES
article-3,def-risk,DEFINES
article-3,def-provider,DEFINES
def-provider,actor-provider,IS_ROLE_OF
article-3,def-deployer,DEFINES
def-deployer,actor-deployer,IS_ROLE_OF
article-3,def-authorised-representative,DEFINES
def-authorised-representative,actor-authorised-representative,IS_ROLE_OF
article-3,def-importer,DEFINES
def-importer,actor-importer,IS_ROLE_OF
article-3,def-distributor,DEFINES
def-distributor,actor-distributor,IS_ROLE_OF
article-3,def-operator,DEFINES
article-3,def-placing-on-the-market,DEFINES
article-3,def-making-available-on-the-market,DEFINES
article-3,def-putting-into-service,DEFINES
article-3,def-intended-purpose,DEFINES
article-3,def-reasonably-foreseeable-misuse,DEFINES
article-3,def-safety-component,DEFINES
article-3,def-sme,DEFINES
article-3,def-smc,DEFINES
article-3,def-instructions-for-use,DEFINES
article-3,def-recall-of-an-ai-system,DEFINES
article-3,def-withdrawal-of-an-ai-system,DEFINES
article-3,def-performance-of-an-ai-system,DEFINES
article-3,def-notifying-authority,DEFINES
article-3,def-conformity-assessment,DEFINES
article-3,def-conformity-assessment-body,DEFINES
article-3,def-notified-body,DEFINES
article-3,def-substantial-modification,DEFINES
article-3,def-ce-marking,DEFINES
article-3,def-post-market-monitoring-system,DEFINES
article-3,def-market-surveillance-authority,DEFINES
article-3,def-harmonised-standard,DEFINES
article-3,def-common-specification,DEFINES
article-3,def-training-data,DEFINES
article-3,def-validation-data,DEFINES
article-3,def-validation-data-set,DEFINES
article-3,def-testing-data,DEFINES
article-3,def-input-data,DEFINES
article-3,def-biometric-data,DEFINES
article-3,def-biometric-identification,DEFINES
article-3,def-biometric-verification,DEFINES
article-3,def-special-categories-of-personal-data,DEFINES
article-3,def-sensitive-operational-data,DEFINES
article-3,def-emotion-recognition-system,DEFINES
article-3,def-biometric-categorisation-system,DEFINES
article-3,def-remote-biometric-identification-system,DEFINES
article-3,def-real-time-remote-biometric-identification-system,DEFINES
article-3,def-post-remote-biometric-identification-system,DEFINES
article-3,def-publicly-accessible-space,DEFINES
article-3,def-law-enforcement,DEFINES
article-3,def-ai-office,DEFINES
article-3,def-national-competent-authority,DEFINES
article-3,def-serious-incident,DEFINES
article-3,def-personal-data,DEFINES
article-3,def-non-personal-data,DEFINES
article-3,def-profiling,DEFINES
article-3,def-real-world-testing-plan,DEFINES
article-3,def-sandbox-plan,DEFINES
article-3,def-ai-regulatory-sandbox,DEFINES
article-3,def-ai-literacy,DEFINES
article-3,def-testing-in-real-world-conditions,DEFINES
article-3,def-informed-consent,DEFINES
article-3,def-deep-fake,DEFINES
article-3,def-widespread-infringement,DEFINES
article-3,def-critical-infrastructure,DEFINES
article-3,def-general-purpose-ai-model,DEFINES
article-3,def-high-impact-capabilities,DEFINES
article-3,def-systemic-risk,DEFINES
article-3,def-general-purpose-ai-system,DEFINES
article-3,def-floating-point-operation,DEFINES
article-1,risk-high,CLASSIFIES_AS
article-10,obligation-article-10-0,HAS_OBLIGATION
article-10,obligation-article-10-1,HAS_OBLIGATION
article-10,obligation-article-10-2,HAS_OBLIGATION
article-10,obligation-article-10-3,HAS_OBLIGATION
article-10,obligation-article-10-4,HAS_OBLIGATION
article-10,obligation-article-10-5,HAS_OBLIGATION
article-10,obligation-article-10-6,HAS_OBLIGATION
article-10,risk-high,CLASSIFIES_AS
article-100,article-5,REFERENCES
article-100,article-5,REFERENCES
article-100,obligation-article-100-0,HAS_OBLIGATION
article-100,obligation-article-100-1,HAS_OBLIGATION
article-100,obligation-article-100-2,HAS_OBLIGATION
article-100,obligation-article-100-3,HAS_OBLIGATION
article-100,obligation-article-100-4,HAS_OBLIGATION
article-100,obligation-article-100-5,HAS_OBLIGATION
article-100,obligation-article-100-6,HAS_OBLIGATION
article-100,obligation-article-100-7,HAS_OBLIGATION
article-100,obligation-article-100-8,HAS_OBLIGATION
article-100,obligation-article-100-9,HAS_OBLIGATION
article-100,obligation-article-100-10,HAS_OBLIGATION
article-101,article-91,REFERENCES
article-101,article-93,REFERENCES
article-101,article-92,REFERENCES
article-101,article-93,REFERENCES
article-101,article-56,REFERENCES
article-101,article-98,REFERENCES
article-101,obligation-article-101-0,HAS_OBLIGATION
article-101,obligation-article-101-1,HAS_OBLIGATION
article-101,obligation-article-101-2,HAS_OBLIGATION
obligation-article-101-2,actor-provider,IMPOSES_ON
article-101,obligation-article-101-3,HAS_OBLIGATION
article-101,obligation-article-101-4,HAS_OBLIGATION
article-101,obligation-article-101-5,HAS_OBLIGATION
article-101,obligation-article-101-6,HAS_OBLIGATION
article-101,obligation-article-101-7,HAS_OBLIGATION
article-102,article-4,REFERENCES
article-102,obligation-article-102-0,HAS_OBLIGATION
article-103,article-17,REFERENCES
article-103,obligation-article-103-0,HAS_OBLIGATION
article-104,article-22,REFERENCES
article-104,obligation-article-104-0,HAS_OBLIGATION
article-105,article-8,REFERENCES
article-105,obligation-article-105-0,HAS_OBLIGATION
article-106,article-5,REFERENCES
article-106,obligation-article-106-0,HAS_OBLIGATION
article-107,article-5,REFERENCES
article-107,obligation-article-107-0,HAS_OBLIGATION
article-108,article-17,REFERENCES
article-108,article-19,REFERENCES
article-108,article-43,REFERENCES
article-108,article-47,REFERENCES
article-108,article-57,REFERENCES
article-108,article-58,REFERENCES
article-108,obligation-article-108-0,HAS_OBLIGATION
article-108,obligation-article-108-1,HAS_OBLIGATION
article-108,obligation-article-108-2,HAS_OBLIGATION
article-108,obligation-article-108-3,HAS_OBLIGATION
article-108,obligation-article-108-4,HAS_OBLIGATION
article-108,obligation-article-108-5,HAS_OBLIGATION
article-109,article-11,REFERENCES
article-109,obligation-article-109-0,HAS_OBLIGATION
article-11,article-97,REFERENCES
article-11,annex-iv,REFERENCES
article-11,annex-iv,REFERENCES
article-11,annex-iv,REFERENCES
article-11,annex-i,REFERENCES
article-11,annex-iv,REFERENCES
article-11,obligation-article-11-0,HAS_OBLIGATION
article-11,obligation-article-11-1,HAS_OBLIGATION
article-11,obligation-article-11-2,HAS_OBLIGATION
article-11,obligation-article-11-3,HAS_OBLIGATION
article-11,obligation-article-11-4,HAS_OBLIGATION
article-11,obligation-article-11-5,HAS_OBLIGATION
article-11,obligation-article-11-6,HAS_OBLIGATION
article-11,risk-high,CLASSIFIES_AS
article-110,annex-i,REFERENCES
article-111,article-5,REFERENCES
article-111,article-113,REFERENCES
article-111,article-5,REFERENCES
article-111,article-113,REFERENCES
article-111,article-113,REFERENCES
article-111,article-50,REFERENCES
article-111,annex-x,REFERENCES
article-111,annex-x,REFERENCES
article-111,obligation-article-111-0,HAS_OBLIGATION
article-111,obligation-article-111-1,HAS_OBLIGATION
article-111,obligation-article-111-2,HAS_OBLIGATION
article-111,obligation-article-111-3,HAS_OBLIGATION
obligation-article-111-3,actor-provider,IMPOSES_ON
article-111,obligation-article-111-4,HAS_OBLIGATION
